business,category,niche(s),score,tier,tier_label,score_web_opportunity,score_budget,score_niche_fit,score_reachability,score_reputation,score_operational,has_website,website,phone,rating,review_count,primary_type,maps_url,address,status
"Хотел ""Айнщайн""",Hospitality,lodging,93,A,Hot,100,80,100,100,76,100,no,,052 359 555,4.4,67,hotel,https://maps.google.com/?cid=10708565588818702711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни пясъциПриморски, 9007 Варна",OPERATIONAL
Pizzeria Bella Ciao,Hospitality,restaurant,93,A,Hot,100,74,100,100,84,100,no,,087 879 3390,4.8,41,pizza_restaurant,https://maps.google.com/?cid=14203123857197670427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Петър Райчев“ 12, 9000 Варна",OPERATIONAL
DentaNed- д-р Стелиян Недев,Health,dental,93,A,Hot,100,73,100,100,85,100,no,,087 905 2555,4.9,38,dentist,https://maps.google.com/?cid=10528679862424473866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Ангел Кънчев“ 56, 9000 Варна",OPERATIONAL
д-р Георги Цонев,Health,dental,93,A,Hot,100,73,100,100,88,100,no,,088 614 0274,5,38,dentist,https://maps.google.com/?cid=8803909918890365160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Илинден“ 1, 9000 Варна",OPERATIONAL
Стоматологичен кабинет д-р Деница Пейчева,Health,dental,93,A,Hot,100,73,100,100,88,100,no,,088 726 8477,5,38,dental_clinic,https://maps.google.com/?cid=16111786366358807846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Цветен кварталПриморски, ул. „Роза“ 33, 9010 Варна",OPERATIONAL
Dahlia Garden,Hospitality,lodging,92,A,Hot,100,93,100,100,40,100,no,,088 291 6300,3.5,163,hotel,https://maps.google.com/?cid=10612671013195581988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Zlatni Pyasatsi, Златни пясъциПриморски, 9006 Chaika",OPERATIONAL
Заря,Hospitality,lodging,92,A,Hot,100,89,100,100,48,100,no,,052 354 257,3.7,126,hotel,https://maps.google.com/?cid=4625326241827499459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Манастирски РидПриморски, ул. „Янко Славчев“ 287, 9007 Варна",OPERATIONAL
YES Varna Studios,Hospitality,lodging,92,A,Hot,100,74,100,100,82,100,no,,088 881 4286,4.7,42,guest_house,https://maps.google.com/?cid=17968279494981066491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Шипка“ 16, 9000 Варна",OPERATIONAL
"Хотел ""Акварел""",Hospitality,lodging,92,A,Hot,100,74,100,100,79,100,no,,05276 7177,4.6,42,cottage,https://maps.google.com/?cid=15226959983688288963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни пясъциПриморски, д-р Любен Лазаров 74, 9000 Варна",OPERATIONAL
Сочно,Hospitality,restaurant,92,A,Hot,100,73,100,100,80,100,no,,089 487 7125,4.7,39,fast_food_restaurant,https://maps.google.com/?cid=9574164851962505019&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВладиславовоМладост, ж.к. Младост I, 9027 Варна",OPERATIONAL
Варшава,Hospitality,lodging,91,A,Hot,100,100,100,100,12,100,no,,052 355 309,2.8,449,hotel,https://maps.google.com/?cid=10837019445715895229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни пясъциПриморски, 9007 Варна, България",OPERATIONAL
"Хотел ""Русалка""",Hospitality,lodging,91,A,Hot,100,85,100,100,40,100,no,,052 361 059,3.5,91,hotel,https://maps.google.com/?cid=7072573616696457943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни Пясъци, Спирка Писател, ЧайкаПриморски, 9007 Варна",OPERATIONAL
Стаи за гости „Донови“,Hospitality,lodging,91,A,Hot,100,81,100,100,48,100,no,,089 200 7977,3.7,69,lodging,https://maps.google.com/?cid=17400213493306936299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Граф Игнатиев“ 28, 9000 Варна",OPERATIONAL
Хотел Арго,Hospitality,lodging,91,A,Hot,100,78,100,100,56,100,no,,087 832 9032,3.9,57,hotel,https://maps.google.com/?cid=12621848401282766522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Марко Балабанов“ 25, 9000 Варна",OPERATIONAL
Семеен хотел „Перла“,Hospitality,lodging,91,A,Hot,100,74,100,100,72,100,no,,087 687 2105,4.4,42,hotel,https://maps.google.com/?cid=9923290432336483696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Gorna Traka (Vaialar), Varna, ВаяларПриморски, 9006 Варна",OPERATIONAL
Д-р Петър Маринов - Стоматолог,Health,dental,91,A,Hot,100,73,100,100,73,100,no,,088 798 3738,4.5,39,dentist,https://maps.google.com/?cid=7457812637789024855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Селиолу“ 48, вх.А ет.2, 9010 Варна",OPERATIONAL
Fan Burger Mladost,Hospitality,restaurant,91,A,Hot,100,71,100,100,75,100,no,,087 827 2005,4.7,33,cafeteria,https://maps.google.com/?cid=18346894402461578328&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВладиславовоМладост, ул. „Доктор Иван Богоров, 9002 Варна",OPERATIONAL
Д-Р ЕВГЕНИ КЮЧУКОВ,Health,dental,91,A,Hot,100,70,100,100,76,100,no,,089 893 3923,4.8,31,dentist,https://maps.google.com/?cid=16501725258398370050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Тракия“ 61, 9002 Варна",OPERATIONAL
"РЕСТОРАНТ ""CALIFORNIA"" КАБАКУМ",Hospitality,restaurant,91,A,Hot,100,70,100,100,71,100,no,,088 287 7343,4.6,31,restaurant,https://maps.google.com/?cid=5482584182900108740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"к.к Чайка,местност Кабакум,ПИ 10135.2573.269, ЧайкаПриморски, 9007 Варна",OPERATIONAL
Д-Р ЧАЛЪКОВ Дентална практика,Health,dental,91,A,Hot,100,68,100,100,77,100,no,,088 844 0763,5,27,dental_clinic,https://maps.google.com/?cid=2496642500731798101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, бул. „Владислав Варненчик“ 105, ет. 1 ап. 2, 9000 Варна",OPERATIONAL
Веста 70,Hospitality,restaurant,90,A,Hot,100,73,100,100,58,100,no,,088 770 7460,4,40,bistro,https://maps.google.com/?cid=4200925510210184738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВиницаПриморски, ул. „Петрич“ 2, 9022 Варна",OPERATIONAL
гостилница,Hospitality,restaurant,90,A,Hot,100,72,100,100,57,100,no,,088 253 8771,4,37,fast_food_restaurant,https://maps.google.com/?cid=849126882575550565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ОстроваАспарухово, E87, 9003 Варна",OPERATIONAL
"Стоматологичен ценнър TriDent, Варна",Health,dental,90,A,Hot,100,71,100,100,68,100,no,,087 862 0132,4.4,34,dentist,https://maps.google.com/?cid=12737504850935481462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ж.к. Чайка 185, 9010 Варна",OPERATIONAL
хотел механа Делиана,Hospitality,restaurant,90,A,Hot,100,70,100,100,67,100,no,,088 770 7460,4.4,32,hotel,https://maps.google.com/?cid=12275178990568716750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Кв. Виница местност Драгу-дере, Манастирски РидПриморски, 9000 Варна",OPERATIONAL
Рибен магазин,Hospitality,restaurant,90,A,Hot,100,69,100,100,72,100,no,,089 862 2628,4.7,29,fast_food_restaurant,https://maps.google.com/?cid=10485704716711470007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, 9003 Варна",OPERATIONAL
"Дентален център ""Империал""",Health,dental,90,A,Hot,100,66,100,100,70,100,no,,089 360 0955,4.8,24,dental_clinic,https://maps.google.com/?cid=2416199686502213069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Тодор Димов“ 18, 9000 Варна",OPERATIONAL
Дентална практика Д-р Николай Бинев,Health,dental,90,A,Hot,100,66,100,100,74,100,no,,087 643 7027,5,24,dentist,https://maps.google.com/?cid=2242581573489833503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Железни врата“ 41, 9000 Варна",OPERATIONAL
Рибна Лавка Гларус,Hospitality,restaurant,90,A,Hot,100,66,100,100,74,100,no,,087 677 7765,5,24,meal_takeaway,https://maps.google.com/?cid=15689799817610443700&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Св. Иван Рилски Младост, Св. Иван РилскиМладост, ул. „Капитан Райчо Николов“ 96, 9009 Варна",OPERATIONAL
"Стоматологична клиника ""Д-р Д. Врабчев""",Health,dental,90,A,Hot,100,66,100,100,74,100,no,,087 844 8161,5,24,dentist,https://maps.google.com/?cid=16038058491257422475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, ул. „Гривица“ 10, 9003 Варна",OPERATIONAL
Д-р Кристина Красимирова,Health,dental,90,A,Hot,100,66,100,100,73,100,no,,089 993 0079,5,23,dental_clinic,https://maps.google.com/?cid=6648997326951933030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесосОдесос, бул. „Княгиня Мария Луиза“ 4, 9000 Варна",OPERATIONAL
Луксор,Hospitality,restaurant,89,A,Hot,100,75,100,100,48,100,no,,052 301 828,3.7,45,cafe,https://maps.google.com/?cid=11976812527658137872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ж.к. Чайка 184, 9010 Варна",OPERATIONAL
"Снек Бор ""Боровец""",Hospitality,restaurant,89,A,Hot,100,74,100,100,45,100,no,,087 761 1922,3.6,41,restaurant,https://maps.google.com/?cid=9845857631094261318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"кв. Галата, 2 №729, Боровец - СеверАспарухово, 9021 Варна",OPERATIONAL
Greek Zone,Hospitality,restaurant,89,A,Hot,100,70,100,100,59,100,no,,089 995 0229,4.1,32,greek_restaurant,https://maps.google.com/?cid=15414603843659897840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВиницаПриморски, ул. „Цар Борис III-ти“ 20, 9022 Варна",OPERATIONAL
д-р Шанди Дентален Център,Health,dental,89,A,Hot,100,65,100,100,65,100,no,,088 550 2302,4.6,22,dental_clinic,https://maps.google.com/?cid=18263863357458181614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, бул. „8-ми Приморски полк“ 91, 9002 Варна",OPERATIONAL
Enoteca Gioia,Hospitality,restaurant,89,A,Hot,100,64,100,100,68,100,no,,089 858 6828,4.8,21,italian_restaurant,https://maps.google.com/?cid=13210760278358779538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, ул. „Мусала“ 10, 9000 Варна",OPERATIONAL
Дентална клиника д-р Русев,Health,dental,89,A,Hot,100,64,100,100,68,100,no,,089 566 7950,4.9,20,doctor,https://maps.google.com/?cid=1763152314119596395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Мир“ 2, Вх.Е , 9010, 9010 Варна",OPERATIONAL
Стоматолог Д-р Мария Ташева,Health,dental,89,A,Hot,100,64,100,100,67,100,no,,088 345 5533,4.8,20,dentist,https://maps.google.com/?cid=5438714840944167028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ЛевскиПриморски, ул. „Батова“ 1, 9010 Варна",OPERATIONAL
Пекарна Софи,Hospitality,restaurant,88,A,Hot,100,100,100,20,76,100,no,,,4.4,579,food_court,https://maps.google.com/?cid=2852948909073164790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Цветен кварталПриморски, ул. „Зюмбюл“ 2, 9010 Варна",OPERATIONAL
Бар МАГМА,Hospitality,restaurant,88,A,Hot,100,100,100,20,72,100,no,,,4.3,308,cafe,https://maps.google.com/?cid=15101883568905737303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"кв. АспаруховоАспарухово, ул. „Свети Свети Кирил и Методий“ 19, 9003 Варна",OPERATIONAL
хотел „Тера“,Hospitality,lodging,88,A,Hot,100,69,100,100,49,100,no,,052 668 990,3.7,30,hotel,https://maps.google.com/?cid=1185130133497100882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Доктор Пискюлиев“ 66, 9000 Варна",OPERATIONAL
Smile Dent - д-р Десислава Радушева,Health,dental,88,A,Hot,100,64,100,100,63,100,no,,088 842 2578,4.5,21,dentist,https://maps.google.com/?cid=3088604312590202024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Цветен кварталПриморски, ул. „Роза“ 29А 1, 9010 Варна",OPERATIONAL
Lambo's Corner,Hospitality,lodging,88,A,Hot,100,64,100,100,57,100,no,,088 873 3331,4.2,20,guest_house,https://maps.google.com/?cid=13337949493315135286&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Гръцки кварталОдесос, пл. „Екзарх Йосиф“ 5, 9000 Варна",OPERATIONAL
Varna Estate,Real Estate,real_estate,88,A,Hot,100,64,100,100,62,100,no,,052 580 358,4.5,20,real_estate_agency,https://maps.google.com/?cid=3112900242800113699&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ул. „София"" 3, Офис: Партер, Варна ЦентърОдесос, 9000 Варна",OPERATIONAL
"""2YOU""",Hospitality,restaurant,88,A,Hot,100,63,100,100,61,100,no,,087 777 3245,4.5,19,fast_food_restaurant,https://maps.google.com/?cid=8549220193076246605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ФичозаАспарухово, ул. „Прибой-1-ва"", 9021 Варна",OPERATIONAL
Механа Кестрич,Hospitality,restaurant,88,A,Hot,100,62,100,100,64,100,no,,089 741 1918,4.7,18,family_restaurant,https://maps.google.com/?cid=16000585135331720813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ВиницаПриморски, ул. „Цар Борис III-ти“ 50, 9022 Варна",OPERATIONAL
Cherry Fresh & Sandwiches,Hospitality,restaurant,88,A,Hot,100,61,100,100,63,100,no,,089 293 9395,4.8,16,cafe,https://maps.google.com/?cid=11324599929674011389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Аспарухово, ул. „Средец“ 42, 9003 Варна",OPERATIONAL
"Д-Р ТАКВОРЯН, АНИ",Health,dental,88,A,Hot,100,61,100,100,65,100,no,,052 634 160,4.9,16,dentist,https://maps.google.com/?cid=2351377154113634439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Тулча“ 11, 9002 Варна",OPERATIONAL
Дентална практика ЕМОДЕНТ,Health,dental,88,A,Hot,100,61,100,100,63,100,no,,089 740 2742,4.8,16,dentist,https://maps.google.com/?cid=5268213982538990311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Алеко Константинов“ 39, 9000 Варна",OPERATIONAL
КЪЩА ЗА ГОСТИ ДВАТА БОРА,Hospitality,lodging,88,A,Hot,100,61,100,100,63,100,no,,089 844 5602,4.8,16,guest_house,https://maps.google.com/?cid=16093261496698638229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"М-ст Ален Мак, ул. Петър Попов 15, Манастирски РидПриморски, 9007 Варна",OPERATIONAL
"Д-Р ЗЛАТЕВ, КРАСИМИР П.",Health,dental,88,A,Hot,100,60,100,100,65,100,no,,052 655 000,5,15,doctor,https://maps.google.com/?cid=5362273838714901475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"V.Aprilov, St 8, Варна ЦентърОдесос, 9000 Варна",OPERATIONAL
BMS - Grand Mall,Hospitality,restaurant,87,A,Hot,100,85,100,100,4,100,no,,088 772 2100,2.6,90,restaurant,https://maps.google.com/?cid=26644901509644789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Младост, ул. „Академик Андрей Сахаров“ 2, 9009 Варна",OPERATIONAL
Fan Burger Chaika,Hospitality,restaurant,87,A,Hot,100,83,100,20,100,100,no,,,5,79,fast_food_restaurant,https://maps.google.com/?cid=8607014332879892295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. ЧайкаПриморски, ж.к. Чайка, 9010 Варна",OPERATIONAL
ХОТЕЛ ТРОЙ,Hospitality,lodging,87,A,Hot,100,67,100,100,45,100,no,,052 362 674,3.5,25,hotel,https://maps.google.com/?cid=17054918789423834755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Златни Пясъци, Спирка Писател, ЧайкаПриморски, 9007 Варна",OPERATIONAL
Семеен хотел Калина Варна,Hospitality,lodging,87,A,Hot,100,64,100,100,54,100,no,,052 362 530,4,21,hotel,https://maps.google.com/?cid=14812675456554750550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ТракатаПриморски, ул. „17-та“ 46, 9006 Варна",OPERATIONAL
Д-Р ИВО ТАСКОВ,Health,dental,87,A,Hot,100,62,100,100,55,100,no,,052 615 666,4.1,18,dentist,https://maps.google.com/?cid=3922767495566700676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърПриморски, ул. „Битоля“ 7, 9002 Варна",OPERATIONAL
Къща за гости Оазис,Hospitality,lodging,87,A,Hot,100,62,100,100,55,100,no,,087 839 8051,4.1,18,guest_house,https://maps.google.com/?cid=526878681235572134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Кръстю мирски“ 11, 9000 Варна",OPERATIONAL
„Фламинго“,Hospitality,lodging,87,A,Hot,100,61,100,100,56,100,no,,052 355 443,4.2,17,hotel,https://maps.google.com/?cid=15970294598378705333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Золотые Пески, КК ""Чайка"", Златни пясъциПриморски, 9000 Варна",OPERATIONAL
Villa Steffi,Hospitality,lodging,87,A,Hot,100,61,100,100,60,100,no,,087 959 5260,4.5,16,guest_house,https://maps.google.com/?cid=15390284598661627514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"144, гр. Варна, сп. Журналист, Манастирски РидПриморски, 9007 Варна",OPERATIONAL
Зъболекарски Кабинети Рачеви,Health,dental,87,A,Hot,100,61,100,100,57,100,no,,052 639 332,4.3,16,dentist,https://maps.google.com/?cid=12017392422966076938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна ЦентърОдесос, ул. „Пенчо Славейков“ 56, 9000 Варна",OPERATIONAL
Дентална клиника Нара Дент,Health,dental,87,A,Hot,100,60,100,100,54,100,no,,052 722 204,4.1,15,dentist,https://maps.google.com/?cid=3990225440846274623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"ж.к. Възраждане IМладост, ул. „Здравко Чакъров“ 9, 9020 Варна",OPERATIONAL
хотел Дивата череша,Hospitality,lodging,87,A,Hot,100,60,100,100,59,100,no,,052 361 140,4.5,15,hotel,https://maps.google.com/?cid=13721384641736931618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Варна, Спирка Марек, Св. Св. Константин И ЕленаПриморски, 9006 Св.св. Константин и Елена",OPERATIONAL
